Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number,Salesperson ID
Walmart,ORD245132,2025-01-15,PO58348,EUR,192.6,34.04,31.08,36.43,951.05,963.0,170.2,B0308817,New,5,Credit Card,Pending,In Transit,2025-02-22,Standard,"116 Main St, City 75, USA","229 Elm St, City 29, USA",FedEx - TRK442190,Product-68,,Alice,John Doe,SN108220,SP-2266
Walmart,ORD747222,2024-07-20,PO31693,EUR,485.75,28.31,22.86,87.18,426.88,485.75,28.31,B0974080,Used - Acceptable,1,Debit Card,Cancelled,Delivered,2025-03-07,Same-Day,"571 Main St, City 78, USA","233 Elm St, City 63, USA",DHL - TRK360970,Product-366,Happy Birthday!,Bob,Emma Smith,SN755257,SP-6264
Target,ORD206940,2025-01-09,PO48523,USD,55.82,8.08,36.98,6.92,284.9,279.1,40.4,B0877005,Refurbished,5,PayPal,Pending,In Transit,2025-03-02,Standard,"791 Main St, City 66, USA","416 Elm St, City 88, USA",USPS - TRK241152,Product-489,,Bob,John Doe,SN317949,SP-1317
Target,ORD998769,2024-09-12,PO48364,AUD,383.24,21.51,19.23,94.04,621.42,766.48,43.02,B0267327,Used - Acceptable,2,Credit Card,Delivered,Returned,2025-03-16,Two-Day,"362 Main St, City 62, USA","602 Elm St, City 85, USA",Amazon Logistics - TRK818829,Product-383,Happy Birthday!,Bob,John Doe,SN980824,SP-2040
Walmart,ORD237924,2024-05-27,PO85812,USD,463.05,50.35,23.88,123.47,1169.79,1389.15,151.05,B0449277,Used - Acceptable,3,Debit Card,Cancelled,Delivered,2025-03-07,Two-Day,"774 Main St, City 99, USA","232 Elm St, City 31, USA",FedEx - TRK306826,Product-73,Happy Birthday!,Charlie,,SN988858,SP-7532
eBay,ORD699099,2024-12-07,PO75138,GBP,196.41,29.19,30.18,44.21,544.17,589.23,87.57,B0718945,Refurbished,3,Debit Card,Delivered,In Transit,2025-03-03,Same-Day,"367 Main St, City 33, USA","186 Elm St, City 98, USA",DHL - TRK510104,Product-109,Enjoy your gift!,Charlie,,SN438898,SP-7710
Amazon.com,ORD640645,2024-05-31,PO68359,INR,453.52,53.9,39.21,3.96,3524.22,3174.64,377.3,B0148131,Used - Acceptable,7,Credit Card,Shipped,In Transit,2025-03-07,Same-Day,"153 Main St, City 2, USA","324 Elm St, City 56, USA",USPS - TRK907471,Product-209,,,,SN550043,SP-9902
Walmart,ORD913230,2024-09-27,PO39429,INR,165.25,22.44,17.6,14.86,1036.98,991.5,134.64,B0915363,New,6,PayPal,Shipped,In Transit,2025-03-02,Expedited,"413 Main St, City 61, USA","248 Elm St, City 1, USA",Amazon Logistics - TRK976734,Product-398,Enjoy your gift!,Alice,,SN578044,SP-8507
Best Buy,ORD185432,2024-10-03,PO21998,INR,393.96,71.65,14.05,108.89,713.44,787.92,143.3,B0276413,Used - Acceptable,2,Debit Card,Delivered,In Transit,2025-03-15,Two-Day,"941 Main St, City 23, USA","368 Elm St, City 2, USA",USPS - TRK170593,Product-453,Enjoy your gift!,,Emma Smith,SN356079,SP-7244
eBay,ORD929213,2024-12-24,PO14608,AUD,313.33,26.86,12.55,13.22,2288.79,2193.31,188.02,B0408641,Used - Like New,7,Debit Card,Cancelled,Pending,2025-03-13,Two-Day,"983 Main St, City 31, USA","857 Elm St, City 77, USA",DHL - TRK179982,Product-404,Enjoy your gift!,Bob,John Doe,SN368710,SP-6968
Target,ORD155223,2024-11-16,PO56574,EUR,379.17,25.56,33.43,17.82,3482.19,3412.53,230.04,B0885552,New,9,Credit Card,Shipped,Returned,2025-03-06,Same-Day,"366 Main St, City 84, USA","852 Elm St, City 68, USA",USPS - TRK976623,Product-77,Happy Birthday!,Alice,John Doe,SN966276,SP-3111
Amazon.com,ORD101030,2024-10-07,PO92493,GBP,479.42,30.11,41.36,48.27,4151.34,4314.78,270.99,B0971639,Used - Acceptable,9,Gift Card,Shipped,Delivered,2025-03-15,Same-Day,"591 Main St, City 31, USA","985 Elm St, City 64, USA",DHL - TRK293456,Product-245,,Bob,,SN205972,SP-5139
Walmart,ORD568222,2024-06-27,PO19029,USD,128.86,19.9,10.85,10.58,138.18,128.86,19.9,B0996446,New,1,Debit Card,Pending,Returned,2025-02-20,Standard,"693 Main St, City 51, USA","520 Elm St, City 94, USA",DHL - TRK412242,Product-86,Happy Birthday!,Charlie,Emma Smith,SN599164,SP-2026
Best Buy,ORD784750,2024-10-10,PO90410,AUD,245.86,24.59,31.04,57.49,851.84,983.44,98.36,B0925602,New,4,Gift Card,Pending,In Transit,2025-03-04,Two-Day,"185 Main St, City 3, USA","892 Elm St, City 70, USA",FedEx - TRK600630,Product-357,,Bob,,SN327651,SP-7622
eBay,ORD474185,2024-04-27,PO65516,EUR,431.85,39.34,45.43,98.45,372.74,431.85,39.34,B0858149,New,1,PayPal,Pending,In Transit,2025-02-24,Same-Day,"363 Main St, City 16, USA","287 Elm St, City 73, USA",FedEx - TRK610769,Product-22,Enjoy your gift!,Bob,John Doe,SN708889,SP-1989
Walmart,ORD720739,2024-04-22,PO58469,INR,88.37,7.58,12.21,9.33,433.1,441.85,37.9,B0127915,New,5,PayPal,Shipped,Pending,2025-02-23,Same-Day,"447 Main St, City 19, USA","183 Elm St, City 35, USA",DHL - TRK632534,Product-216,Happy Birthday!,Alice,John Doe,SN244371,SP-2241
Target,ORD867863,2024-10-16,PO37242,GBP,111.45,22.14,49.48,9.21,995.04,891.6,177.12,B0136026,New,8,Gift Card,Shipped,Pending,2025-02-20,Two-Day,"514 Main St, City 87, USA","329 Elm St, City 50, USA",USPS - TRK170319,Product-237,,,Emma Smith,SN116414,SP-3332
Target,ORD308897,2025-03-09,PO96450,EUR,463.54,64.74,42.17,48.59,3357.83,3244.78,453.18,B0793664,Used - Like New,7,Debit Card,Shipped,Returned,2025-03-04,Two-Day,"983 Main St, City 87, USA","100 Elm St, City 98, USA",UPS - TRK391470,Product-192,Happy Birthday!,Bob,,SN185714,SP-3120
Amazon.com,ORD153657,2025-03-02,PO18233,EUR,279.12,32.14,17.92,79.81,231.45,279.12,32.14,B0491420,Used - Like New,1,Debit Card,Shipped,In Transit,2025-03-12,Two-Day,"569 Main St, City 41, USA","985 Elm St, City 71, USA",Amazon Logistics - TRK738192,Product-464,,Charlie,John Doe,SN640480,SP-4124
Target,ORD437287,2025-03-08,PO44241,EUR,36.16,4.93,46.96,4.58,109.53,108.48,14.79,B0287454,New,3,Credit Card,Cancelled,Returned,2025-03-20,Two-Day,"582 Main St, City 22, USA","589 Elm St, City 98, USA",Amazon Logistics - TRK647107,Product-319,Enjoy your gift!,,,SN439183,SP-6264
Best Buy,ORD262698,2024-09-07,PO33004,GBP,154.33,10.84,29.04,22.93,1280.16,1388.97,97.56,B0356353,Refurbished,9,Gift Card,Pending,Delivered,2025-03-21,Same-Day,"859 Main St, City 18, USA","370 Elm St, City 62, USA",FedEx - TRK499495,Product-281,Happy Birthday!,Charlie,Emma Smith,SN389836,SP-4486
Best Buy,ORD578821,2024-10-26,PO53221,INR,362.91,44.94,12.42,36.3,2600.85,2540.37,314.58,B0706186,Refurbished,7,Gift Card,Shipped,Returned,2025-03-17,Standard,"179 Main St, City 80, USA","563 Elm St, City 85, USA",DHL - TRK240907,Product-251,,Alice,John Doe,SN602631,SP-6991
Walmart,ORD569142,2024-11-30,PO67556,GBP,244.46,18.95,5.46,71.62,1150.74,1466.76,113.7,B0416161,Used - Acceptable,6,Credit Card,Delivered,In Transit,2025-02-26,Standard,"856 Main St, City 93, USA","675 Elm St, City 87, USA",DHL - TRK771953,Product-359,,,Emma Smith,SN873199,SP-5672
Best Buy,ORD346220,2024-11-18,PO55085,EUR,397.18,76.8,7.54,60.07,4139.1,3971.8,768.0,B0325827,Used - Like New,10,Gift Card,Delivered,Pending,2025-02-27,Expedited,"366 Main St, City 62, USA","326 Elm St, City 11, USA",DHL - TRK702738,Product-285,Enjoy your gift!,Alice,Emma Smith,SN637930,SP-6504
Target,ORD774285,2025-03-05,PO95750,EUR,366.66,42.85,33.78,70.42,2373.63,2566.62,299.95,B0726333,Used - Like New,7,PayPal,Shipped,Pending,2025-03-16,Two-Day,"312 Main St, City 91, USA","264 Elm St, City 11, USA",USPS - TRK356649,Product-74,Enjoy your gift!,,,SN164822,SP-4126
eBay,ORD585588,2025-01-28,PO10613,EUR,36.1,6.29,29.4,9.84,260.4,288.8,50.32,B0686400,New,8,Gift Card,Cancelled,Pending,2025-02-27,Same-Day,"581 Main St, City 92, USA","113 Elm St, City 7, USA",Amazon Logistics - TRK138697,Product-221,Enjoy your gift!,Bob,,SN676646,SP-2983
Walmart,ORD730106,2024-12-28,PO31898,INR,380.96,48.0,48.99,65.75,2905.68,3047.68,384.0,B0670747,Used - Like New,8,Credit Card,Cancelled,Delivered,2025-03-21,Expedited,"937 Main St, City 15, USA","410 Elm St, City 17, USA",Amazon Logistics - TRK717640,Product-158,Enjoy your gift!,Alice,Emma Smith,SN903097,SP-3425
eBay,ORD848777,2024-06-17,PO91835,USD,326.7,35.69,7.1,10.36,3520.3,3267.0,356.9,B0792858,Refurbished,10,Gift Card,Shipped,Delivered,2025-03-17,Two-Day,"664 Main St, City 22, USA","431 Elm St, City 37, USA",USPS - TRK577892,Product-50,Enjoy your gift!,Bob,John Doe,SN471669,SP-2455
Amazon.com,ORD701117,2024-07-11,PO52447,INR,238.47,28.3,23.52,7.72,2072.4,1907.76,226.4,B0729784,Used - Acceptable,8,PayPal,Cancelled,Returned,2025-03-18,Expedited,"877 Main St, City 40, USA","152 Elm St, City 70, USA",FedEx - TRK474912,Product-26,Enjoy your gift!,,,SN535075,SP-3686
Amazon.com,ORD984255,2025-02-09,PO50559,USD,282.77,22.91,24.97,11.83,293.85,282.77,22.91,B0936763,Refurbished,1,Debit Card,Pending,Delivered,2025-03-03,Standard,"496 Main St, City 68, USA","539 Elm St, City 29, USA",FedEx - TRK676491,Product-390,Enjoy your gift!,Alice,Emma Smith,SN918120,SP-6272
Target,ORD375109,2024-11-26,PO82877,EUR,91.04,15.59,48.08,26.08,241.65,273.12,46.77,B0374729,Used - Acceptable,3,Debit Card,Cancelled,Returned,2025-02-21,Expedited,"833 Main St, City 79, USA","464 Elm St, City 90, USA",DHL - TRK504449,Product-314,Happy Birthday!,Alice,Emma Smith,SN462227,SP-4333
Amazon.com,ORD430248,2024-04-10,PO91533,AUD,121.83,9.48,30.09,15.97,1153.4,1218.3,94.8,B0667534,Refurbished,10,Debit Card,Pending,In Transit,2025-02-23,Two-Day,"871 Main St, City 9, USA","969 Elm St, City 28, USA",FedEx - TRK201728,Product-416,,Alice,John Doe,SN516476,SP-2318
Walmart,ORD397952,2024-03-22,PO86241,USD,359.5,35.3,25.97,41.98,3528.2,3595.0,353.0,B0679236,New,10,PayPal,Delivered,Pending,2025-03-20,Standard,"196 Main St, City 23, USA","234 Elm St, City 17, USA",USPS - TRK121118,Product-351,Happy Birthday!,Alice,,SN454874,SP-9215
Walmart,ORD799008,2024-12-02,PO91468,EUR,219.85,19.78,23.33,65.91,1042.32,1319.1,118.68,B0853712,Refurbished,6,Gift Card,Cancelled,Delivered,2025-03-04,Expedited,"255 Main St, City 78, USA","963 Elm St, City 99, USA",UPS - TRK735580,Product-55,Happy Birthday!,Bob,John Doe,SN980707,SP-9807
Amazon.com,ORD154041,2024-11-30,PO46889,GBP,230.38,27.93,28.5,66.76,766.2,921.52,111.72,B0833636,Used - Like New,4,PayPal,Delivered,In Transit,2025-02-22,Expedited,"446 Main St, City 36, USA","798 Elm St, City 24, USA",DHL - TRK211258,Product-261,,Bob,,SN778189,SP-7076
Target,ORD562395,2024-05-21,PO24002,INR,76.74,10.0,36.4,17.27,69.47,76.74,10.0,B0448764,Refurbished,1,Gift Card,Cancelled,Pending,2025-03-15,Expedited,"294 Main St, City 48, USA","783 Elm St, City 81, USA",UPS - TRK970992,Product-251,Enjoy your gift!,Alice,John Doe,SN196228,SP-7962
Target,ORD607932,2024-07-12,PO47674,INR,476.94,58.93,47.33,127.48,816.78,953.88,117.86,B0571696,Used - Acceptable,2,PayPal,Pending,Returned,2025-02-25,Same-Day,"768 Main St, City 1, USA","802 Elm St, City 31, USA",UPS - TRK371082,Product-166,,,John Doe,SN929004,SP-8839
Target,ORD181905,2025-02-05,PO53848,USD,44.93,4.87,33.68,12.45,261.45,314.51,34.09,B0496905,Refurbished,7,Debit Card,Pending,In Transit,2025-03-11,Expedited,"245 Main St, City 100, USA","896 Elm St, City 38, USA",DHL - TRK351553,Product-36,Happy Birthday!,Alice,John Doe,SN213653,SP-6852
Target,ORD660712,2024-07-27,PO16252,AUD,240.09,29.96,13.32,30.71,2154.06,2160.81,269.64,B0292868,Used - Acceptable,9,PayPal,Cancelled,Delivered,2025-03-01,Expedited,"651 Main St, City 46, USA","841 Elm St, City 34, USA",Amazon Logistics - TRK973857,Product-452,,Alice,,SN892380,SP-3441
Amazon.com,ORD987343,2024-09-01,PO61347,AUD,408.95,72.55,26.76,118.01,2544.43,2862.65,507.85,B0574401,New,7,Debit Card,Pending,Delivered,2025-03-04,Expedited,"877 Main St, City 59, USA","616 Elm St, City 5, USA",FedEx - TRK728021,Product-245,Enjoy your gift!,Alice,,SN454474,SP-6307
eBay,ORD787353,2025-02-28,PO97868,EUR,458.68,47.37,33.46,105.34,2003.55,2293.4,236.85,B0612812,New,5,Credit Card,Pending,Pending,2025-03-01,Same-Day,"100 Main St, City 71, USA","499 Elm St, City 32, USA",FedEx - TRK842736,Product-76,Happy Birthday!,Charlie,John Doe,SN277394,SP-7976
Best Buy,ORD673040,2024-08-03,PO76819,INR,453.0,72.46,29.92,87.75,1750.84,1812.0,289.84,B0582657,New,4,Debit Card,Delivered,Pending,2025-03-10,Expedited,"865 Main St, City 11, USA","843 Elm St, City 14, USA",FedEx - TRK957019,Product-446,Enjoy your gift!,Alice,,SN994828,SP-3760
eBay,ORD837902,2024-09-24,PO24048,INR,411.59,34.69,49.62,98.05,348.23,411.59,34.69,B0954060,Used - Acceptable,1,Credit Card,Pending,Returned,2025-03-04,Expedited,"410 Main St, City 69, USA","890 Elm St, City 45, USA",DHL - TRK155494,Product-436,Happy Birthday!,,John Doe,SN594456,SP-6815
eBay,ORD896768,2024-04-19,PO30904,AUD,78.49,14.32,47.41,0.91,827.1,706.41,128.88,B0586422,Refurbished,9,PayPal,Delivered,Pending,2025-03-08,Two-Day,"902 Main St, City 55, USA","910 Elm St, City 4, USA",DHL - TRK854685,Product-232,Happy Birthday!,,Emma Smith,SN889080,SP-6802
Target,ORD191968,2024-06-04,PO13741,USD,324.59,52.91,34.16,15.65,2894.8,2596.72,423.28,B0811940,New,8,Debit Card,Pending,Returned,2025-03-10,Expedited,"992 Main St, City 71, USA","380 Elm St, City 68, USA",Amazon Logistics - TRK295068,Product-116,Happy Birthday!,Charlie,,SN693567,SP-7290
Walmart,ORD768698,2025-01-13,PO29034,AUD,198.22,22.51,16.88,38.59,546.42,594.66,67.53,B0133149,Used - Like New,3,Debit Card,Shipped,Pending,2025-03-07,Two-Day,"980 Main St, City 98, USA","927 Elm St, City 41, USA",DHL - TRK910922,Product-416,Happy Birthday!,Alice,Emma Smith,SN130387,SP-1407
Walmart,ORD505873,2024-12-03,PO97599,GBP,386.21,72.47,44.71,5.8,4528.8,3862.1,724.7,B0411702,Used - Like New,10,Gift Card,Delivered,In Transit,2025-03-04,Expedited,"269 Main St, City 45, USA","314 Elm St, City 13, USA",USPS - TRK840338,Product-96,Happy Birthday!,,,SN603919,SP-7983
eBay,ORD347694,2024-09-10,PO63648,GBP,180.18,19.09,34.11,22.22,1593.45,1621.62,171.81,B0419941,New,9,Credit Card,Pending,Delivered,2025-02-23,Expedited,"279 Main St, City 16, USA","113 Elm St, City 75, USA",DHL - TRK795270,Product-183,Happy Birthday!,Bob,,SN203970,SP-6741
eBay,ORD407139,2024-09-16,PO96857,USD,487.42,68.28,40.79,33.44,3133.56,2924.52,409.68,B0699038,New,6,Gift Card,Shipped,In Transit,2025-03-13,Two-Day,"526 Main St, City 89, USA","295 Elm St, City 57, USA",UPS - TRK437261,Product-258,,,John Doe,SN498381,SP-9235
eBay,ORD902848,2024-09-21,PO19708,INR,155.87,28.4,48.67,4.28,359.98,311.74,56.8,B0860269,Refurbished,2,PayPal,Pending,Delivered,2025-02-22,Standard,"122 Main St, City 63, USA","990 Elm St, City 58, USA",Amazon Logistics - TRK536216,Product-362,,,Emma Smith,SN104467,SP-2704
eBay,ORD367775,2024-11-19,PO43321,EUR,72.42,4.96,29.95,13.8,190.74,217.26,14.88,B0772840,New,3,PayPal,Shipped,Delivered,2025-03-03,Same-Day,"695 Main St, City 58, USA","358 Elm St, City 67, USA",USPS - TRK519522,Product-222,Happy Birthday!,,Emma Smith,SN656300,SP-5065
Target,ORD119885,2024-12-15,PO81105,USD,175.07,34.45,43.83,48.79,803.65,875.35,172.25,B0352785,Used - Acceptable,5,Credit Card,Shipped,Pending,2025-03-03,Same-Day,"478 Main St, City 62, USA","930 Elm St, City 18, USA",DHL - TRK138829,Product-354,,,John Doe,SN760703,SP-2640
Amazon.com,ORD794302,2024-05-05,PO90409,INR,47.83,6.3,17.27,7.34,93.58,95.66,12.6,B0753634,Used - Like New,2,Debit Card,Pending,Delivered,2025-03-12,Expedited,"897 Main St, City 5, USA","334 Elm St, City 93, USA",DHL - TRK443661,Product-156,Enjoy your gift!,Alice,John Doe,SN442382,SP-7190
Amazon.com,ORD638330,2025-03-20,PO47282,USD,99.82,19.87,18.47,20.55,396.56,399.28,79.48,B0802846,New,4,PayPal,Delivered,Returned,2025-03-05,Standard,"154 Main St, City 85, USA","783 Elm St, City 11, USA",Amazon Logistics - TRK518923,Product-380,Enjoy your gift!,Charlie,Emma Smith,SN345822,SP-6267
Best Buy,ORD776837,2024-12-08,PO27304,GBP,276.26,21.26,41.22,8.89,2020.41,1933.82,148.82,B0165549,Used - Acceptable,7,Gift Card,Shipped,Returned,2025-03-21,Same-Day,"539 Main St, City 79, USA","358 Elm St, City 61, USA",DHL - TRK302634,Product-181,,Charlie,,SN779349,SP-2533
Best Buy,ORD843161,2024-11-08,PO24791,USD,204.74,30.97,47.65,58.85,1238.02,1433.18,216.79,B0260657,Used - Acceptable,7,Credit Card,Shipped,Returned,2025-03-03,Two-Day,"853 Main St, City 1, USA","886 Elm St, City 39, USA",DHL - TRK365889,Product-305,Happy Birthday!,Alice,John Doe,SN909390,SP-7334
Target,ORD493862,2025-01-19,PO71552,USD,222.05,11.1,13.55,31.73,201.42,222.05,11.1,B0851182,Used - Acceptable,1,Credit Card,Delivered,Returned,2025-02-27,Expedited,"537 Main St, City 31, USA","283 Elm St, City 78, USA",FedEx - TRK278116,Product-168,Enjoy your gift!,Alice,,SN114836,SP-7585
Amazon.com,ORD598432,2024-08-15,PO65171,USD,301.21,50.89,14.78,4.83,3125.43,2710.89,458.01,B0428643,Used - Acceptable,9,Gift Card,Pending,Pending,2025-03-17,Expedited,"265 Main St, City 38, USA","479 Elm St, City 42, USA",Amazon Logistics - TRK882820,Product-336,Happy Birthday!,,,SN128784,SP-6689
Target,ORD425916,2024-12-26,PO30295,GBP,43.94,4.66,16.86,11.64,147.84,175.76,18.64,B0111760,Refurbished,4,Debit Card,Cancelled,Returned,2025-03-21,Expedited,"134 Main St, City 17, USA","133 Elm St, City 84, USA",UPS - TRK225695,Product-332,Happy Birthday!,Charlie,John Doe,SN446378,SP-7628
Amazon.com,ORD847819,2024-05-09,PO31081,GBP,24.07,2.92,34.84,0.75,209.92,192.56,23.36,B0789886,Used - Acceptable,8,Debit Card,Shipped,Pending,2025-02-22,Expedited,"759 Main St, City 79, USA","523 Elm St, City 72, USA",Amazon Logistics - TRK736198,Product-143,Happy Birthday!,Bob,Emma Smith,SN100112,SP-7854
Walmart,ORD504884,2024-06-23,PO17055,USD,332.33,19.5,28.29,50.02,1810.86,1993.98,117.0,B0176231,Refurbished,6,Credit Card,Shipped,In Transit,2025-03-16,Standard,"602 Main St, City 35, USA","599 Elm St, City 93, USA",DHL - TRK761163,Product-355,,Alice,John Doe,SN747513,SP-6222
Best Buy,ORD976252,2024-11-30,PO10533,INR,24.4,1.97,36.06,0.41,207.68,195.2,15.76,B0267212,Refurbished,8,Debit Card,Delivered,In Transit,2025-02-25,Two-Day,"990 Main St, City 45, USA","878 Elm St, City 38, USA",DHL - TRK350100,Product-469,Happy Birthday!,Bob,Emma Smith,SN406882,SP-7303
Amazon.com,ORD645574,2024-10-20,PO54783,EUR,353.75,69.18,44.96,21.8,1203.39,1061.25,207.54,B0611927,New,3,PayPal,Shipped,Delivered,2025-03-05,Standard,"316 Main St, City 47, USA","718 Elm St, City 62, USA",UPS - TRK253220,Product-449,Enjoy your gift!,Charlie,John Doe,SN379828,SP-8323
Best Buy,ORD708275,2024-06-11,PO84260,AUD,255.56,36.57,6.94,31.3,1825.81,1788.92,255.99,B0843133,New,7,Credit Card,Delivered,Delivered,2025-03-09,Same-Day,"327 Main St, City 89, USA","877 Elm St, City 42, USA",USPS - TRK487044,Product-13,Enjoy your gift!,Charlie,John Doe,SN132173,SP-7050
eBay,ORD977003,2024-10-30,PO97649,USD,240.29,15.98,49.11,22.93,933.36,961.16,63.92,B0732956,Used - Like New,4,Debit Card,Shipped,In Transit,2025-03-21,Standard,"375 Main St, City 80, USA","683 Elm St, City 68, USA",FedEx - TRK116021,Product-84,,Bob,John Doe,SN122482,SP-7109
Best Buy,ORD307045,2024-07-20,PO43919,GBP,273.33,15.49,12.84,18.05,812.31,819.99,46.47,B0970319,Used - Acceptable,3,PayPal,Shipped,In Transit,2025-03-15,Standard,"494 Main St, City 89, USA","923 Elm St, City 33, USA",Amazon Logistics - TRK235527,Product-497,Happy Birthday!,Bob,Emma Smith,SN509596,SP-8993
Amazon.com,ORD929706,2024-06-13,PO63146,USD,469.58,32.94,47.25,6.64,3471.16,3287.06,230.58,B0528828,Used - Like New,7,PayPal,Cancelled,Pending,2025-02-22,Standard,"286 Main St, City 67, USA","854 Elm St, City 18, USA",FedEx - TRK100500,Product-156,Happy Birthday!,,John Doe,SN932472,SP-9089
Walmart,ORD841654,2024-04-19,PO47489,GBP,215.42,30.05,15.46,38.74,826.92,861.68,120.2,B0636093,Used - Like New,4,Debit Card,Shipped,Delivered,2025-02-23,Two-Day,"274 Main St, City 26, USA","244 Elm St, City 96, USA",DHL - TRK238642,Product-291,,,Emma Smith,SN101179,SP-1359
Target,ORD200501,2025-01-17,PO50459,INR,168.99,33.62,33.76,24.1,892.55,844.95,168.1,B0447395,Refurbished,5,Credit Card,Cancelled,Returned,2025-03-16,Same-Day,"156 Main St, City 16, USA","245 Elm St, City 43, USA",FedEx - TRK440518,Product-100,Enjoy your gift!,,Emma Smith,SN250339,SP-2204
Walmart,ORD177610,2025-01-17,PO51590,GBP,337.02,40.58,36.35,79.63,297.97,337.02,40.58,B0639402,New,1,Debit Card,Cancelled,Pending,2025-03-18,Same-Day,"641 Main St, City 33, USA","196 Elm St, City 83, USA",USPS - TRK100930,Product-172,,Bob,,SN982765,SP-5195
Best Buy,ORD633548,2024-04-07,PO41645,GBP,373.9,64.9,10.31,42.0,2777.6,2617.3,454.3,B0521736,Used - Like New,7,Debit Card,Cancelled,Returned,2025-03-22,Two-Day,"277 Main St, City 7, USA","830 Elm St, City 15, USA",Amazon Logistics - TRK446885,Product-497,Happy Birthday!,,,SN532751,SP-6100
Best Buy,ORD872791,2024-05-17,PO27044,INR,421.36,41.35,21.62,64.86,795.7,842.72,82.7,B0597985,New,2,Debit Card,Cancelled,Delivered,2025-02-23,Standard,"243 Main St, City 75, USA","283 Elm St, City 18, USA",DHL - TRK609636,Product-201,Enjoy your gift!,,John Doe,SN117123,SP-5311
eBay,ORD184015,2024-05-06,PO80016,INR,443.4,86.37,20.73,110.43,3354.72,3547.2,690.96,B0572000,Used - Acceptable,8,PayPal,Cancelled,Returned,2025-02-20,Same-Day,"460 Main St, City 90, USA","878 Elm St, City 71, USA",FedEx - TRK826072,Product-345,,Charlie,Emma Smith,SN740393,SP-4603
Walmart,ORD919060,2025-03-02,PO99019,AUD,189.0,12.08,45.85,35.96,990.72,1134.0,72.48,B0493497,Refurbished,6,PayPal,Pending,Delivered,2025-03-03,Expedited,"650 Main St, City 43, USA","255 Elm St, City 86, USA",UPS - TRK342485,Product-113,,Bob,John Doe,SN295689,SP-4562
eBay,ORD176596,2024-07-18,PO43112,AUD,379.45,70.22,16.5,19.48,3871.71,3415.05,631.98,B0335591,Refurbished,9,PayPal,Cancelled,In Transit,2025-03-15,Standard,"630 Main St, City 21, USA","711 Elm St, City 99, USA",UPS - TRK306069,Product-321,Happy Birthday!,,,SN184439,SP-9901
Best Buy,ORD559598,2025-01-17,PO59989,INR,246.65,30.01,45.59,2.96,821.1,739.95,90.03,B0460055,Refurbished,3,Credit Card,Shipped,Delivered,2025-03-01,Standard,"905 Main St, City 72, USA","462 Elm St, City 5, USA",Amazon Logistics - TRK717211,Product-323,Happy Birthday!,Charlie,,SN722261,SP-5722
Best Buy,ORD559145,2024-10-21,PO65568,GBP,325.69,55.98,41.15,29.83,351.84,325.69,55.98,B0536021,Used - Acceptable,1,PayPal,Pending,Returned,2025-03-22,Same-Day,"903 Main St, City 95, USA","460 Elm St, City 62, USA",FedEx - TRK380169,Product-392,,Alice,,SN237141,SP-3251
