Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number
eBay,ORD550611,07-08-2025,PO28052,GBP,86.45,12.21,21.32,121.47,1295.26,1383.2,240.8,B02650071,New,16,PayPal,Pending,In Transit,02-04-2025,Standard,"166 Main St, City 3, USA","52 Elm St, City 73, USA",DHL - TRK267703,Product-298,Enjoy your gift!,Charlie,John Doe,SN836364
Best Buy,ORD481938,16-08-2025,PO77731,EUR,632.97,41.63,17.24,2344.21,10374.06,12659.4,2016.32,B03808986,Used - Acceptable,20,Credit Card,Processing,Delivered,05-10-2025,Standard,"136 Main St, City 78, USA","912 Elm St, City 46, USA",DHL - TRK873154,Product-186,Best Wishes!,Alice,Michael Brown,SN281194
Best Buy,ORD919020,04-01-2025,PO98279,GBP,589.56,80.13,11.09,953.13,10339.73,11201.64,1095.52,B04036275,Used - Good,19,Debit Card,Processing,In Transit,27-02-2025,Expedited,"200 Main St, City 31, USA","107 Elm St, City 71, USA",UPS - TRK200151,Product-101,,,John Doe,SN901618
Amazon,ORD966457,17-04-2025,PO14795,EUR,264.23,43.74,36.76,358.07,2893.19,3170.76,546.37,B08008969,New,12,Credit Card,Processing,Delivered,27-03-2025,Expedited,"713 Main St, City 42, USA","526 Elm St, City 67, USA",UPS - TRK277033,Product-307,Best Wishes!,Alice,Emma Smith,SN216879
Best Buy,ORD227139,10-09-2025,PO98146,USD,446.96,49.26,6.17,208.05,3870.02,4022.64,468.19,B03689711,Used - Good,9,Credit Card,Shipped,Pending,20-08-2025,Standard,"840 Main St, City 28, USA","873 Elm St, City 52, USA",UPS - TRK684087,Product-862,Congratulations!,Bob,Michael Brown,SN473669
eBay,ORD992720,01-03-2025,PO21876,EUR,232.74,38.99,27.08,365.43,1795.3,2094.66,398.55,B05492072,Used - Good,9,PayPal,Shipped,Delivered,21-10-2025,Standard,"998 Main St, City 87, USA","450 Elm St, City 77, USA",FedEx - TRK790120,Product-720,Happy Birthday!,Charlie,John Doe,SN220121
Amazon,ORD904543,26-12-2025,PO28380,GBP,968.88,193.55,41.66,217.77,2924.08,2906.64,505.48,B03966729,Used - Good,3,Debit Card,Processing,In Transit,19-07-2025,Same-Day,"522 Main St, City 73, USA","334 Elm St, City 49, USA",DHL - TRK803164,Product-839,Congratulations!,Bob,Emma Smith,SN359472
eBay,ORD836294,02-10-2025,PO65076,GBP,623.42,78.16,41.11,334.81,1654.72,1870.26,300.79,B01626298,Used - Good,3,Credit Card,Shipped,Delivered,08-12-2025,Standard,"5 Main St, City 38, USA","288 Elm St, City 60, USA",FedEx - TRK528158,Product-460,Best Wishes!,David,John Doe,SN829510
Amazon,ORD217885,13-09-2025,PO74795,GBP,783.9,153.19,41.83,1945.17,11576.15,13326.3,1748.9,B01009174,New,17,Credit Card,Pending,Pending,06-04-2025,Standard,"150 Main St, City 61, USA","266 Elm St, City 26, USA",DHL - TRK347900,Product-196,Congratulations!,David,John Doe,SN345030
Best Buy,ORD169763,27-02-2025,PO48043,USD,437.72,42.75,27.36,199.71,1183.56,1313.16,100.52,B08130363,Used - Acceptable,3,Credit Card,Processing,In Transit,24-06-2025,Same-Day,"67 Main St, City 14, USA","448 Elm St, City 19, USA",DHL - TRK393700,Product-492,Congratulations!,,Emma Smith,SN817078
eBay,ORD408209,23-09-2025,PO33416,EUR,575.65,113.19,48.61,983.05,8389.15,9210.4,562.21,B07117606,Used - Good,16,Debit Card,Processing,Delivered,10-08-2025,Expedited,"706 Main St, City 71, USA","756 Elm St, City 62, USA",UPS - TRK167699,Product-116,Happy Birthday!,,,SN423820
eBay,ORD573999,08-03-2025,PO45096,USD,55.01,3.87,45.65,4.15,870.52,825.15,106.99,B08654637,Used - Good,15,PayPal,Pending,Pending,01-10-2025,Expedited,"928 Main St, City 32, USA","666 Elm St, City 84, USA",DHL - TRK975618,Product-499,Enjoy your gift!,Charlie,Emma Smith,SN158881
eBay,ORD756409,25-10-2025,PO56032,EUR,338.62,47.46,38.63,62.88,4763.89,4740.68,306.31,B01950887,Used - Good,14,Debit Card,Shipped,In Transit,05-04-2025,Same-Day,"584 Main St, City 49, USA","505 Elm St, City 11, USA",DHL - TRK162491,Product-532,,Charlie,Emma Smith,SN781329
Best Buy,ORD140483,27-08-2025,PO16104,GBP,65.36,3.6,32.18,10.1,875.36,849.68,75.08,B09011954,New,13,Debit Card,Pending,Delivered,08-04-2025,Expedited,"737 Main St, City 31, USA","386 Elm St, City 21, USA",DHL - TRK378146,Product-277,Happy Birthday!,David,,SN393139
Best Buy,ORD967536,06-03-2025,PO59347,USD,103.46,6.63,7.56,286.79,1279.3,1551.9,167.33,B07635150,New,15,PayPal,Pending,Delivered,05-08-2025,Same-Day,"1 Main St, City 23, USA","901 Elm St, City 22, USA",DHL - TRK412320,Product-189,,Alice,Emma Smith,SN548344
Best Buy,ORD843951,24-12-2025,PO85467,GBP,738.46,52.84,11.78,322.71,4172.67,4430.76,806.38,B04237182,New,6,Credit Card,Processing,Pending,16-04-2025,Standard,"810 Main St, City 30, USA","939 Elm St, City 91, USA",FedEx - TRK719810,Product-230,Congratulations!,Alice,,SN807720
Amazon,ORD638420,02-10-2025,PO27836,GBP,644.0,32.22,38.86,1202.68,6596.4,7728.0,1404.87,B06485717,New,12,PayPal,Processing,Delivered,17-04-2025,Standard,"320 Main St, City 47, USA","996 Elm St, City 59, USA",UPS - TRK143220,Product-833,Happy Birthday!,Alice,,SN220272
Amazon,ORD911842,07-09-2025,PO23660,GBP,212.8,27.71,5.99,161.43,3064.27,3192.0,567.79,B07434677,New,15,Debit Card,Pending,Delivered,04-08-2025,Expedited,"947 Main St, City 41, USA","540 Elm St, City 68, USA",FedEx - TRK690838,Product-993,Happy Birthday!,Bob,Michael Brown,SN865271
Amazon,ORD418922,02-04-2025,PO96635,EUR,108.27,13.17,48.85,17.72,802.19,757.89,97.66,B01430984,New,7,Credit Card,Shipped,Delivered,20-02-2025,Expedited,"360 Main St, City 43, USA","16 Elm St, City 41, USA",UPS - TRK769797,Product-507,Happy Birthday!,David,Michael Brown,SN371041
Amazon,ORD979679,18-06-2025,PO10387,GBP,863.2,53.56,17.39,1186.6,10969.15,12084.8,1114.59,B01472908,Used - Acceptable,14,Debit Card,Shipped,Pending,10-10-2025,Expedited,"456 Main St, City 91, USA","805 Elm St, City 12, USA",UPS - TRK939289,Product-602,Best Wishes!,Alice,Michael Brown,SN847699
eBay,ORD419912,02-12-2025,PO45716,GBP,329.62,16.71,31.54,405.36,3598.33,3955.44,434.86,B07954735,Used - Good,12,Debit Card,Pending,Pending,27-07-2025,Same-Day,"893 Main St, City 94, USA","223 Elm St, City 29, USA",FedEx - TRK234600,Product-449,Enjoy your gift!,Alice,Emma Smith,SN991675
Best Buy,ORD751482,19-02-2025,PO13012,USD,51.72,4.49,42.16,85.15,685.58,724.08,127.01,B06734668,New,14,Credit Card,Processing,Delivered,12-07-2025,Standard,"338 Main St, City 23, USA","230 Elm St, City 58, USA",DHL - TRK822013,Product-775,,Alice,Emma Smith,SN993430
Amazon,ORD710521,05-03-2025,PO75086,EUR,585.62,113.58,37.69,101.87,635.02,585.62,112.58,B03964570,New,1,Credit Card,Pending,Delivered,13-01-2025,Expedited,"27 Main St, City 63, USA","665 Elm St, City 43, USA",UPS - TRK940802,Product-720,,Bob,John Doe,SN158243
Amazon,ORD577345,07-12-2025,PO52211,GBP,655.12,127.89,19.36,38.05,764.32,655.12,110.36,B09162065,Used - Acceptable,1,Credit Card,Processing,In Transit,17-01-2025,Same-Day,"129 Main St, City 42, USA","294 Elm St, City 56, USA",UPS - TRK437042,Product-808,Congratulations!,David,,SN728912
eBay,ORD743675,09-08-2025,PO14321,GBP,730.53,102.66,47.7,794.6,5930.53,6574.77,1194.46,B09213159,Used - Acceptable,9,PayPal,Pending,In Transit,27-12-2025,Same-Day,"835 Main St, City 34, USA","756 Elm St, City 100, USA",UPS - TRK506533,Product-506,Happy Birthday!,Charlie,Emma Smith,SN527192
Amazon,ORD382808,02-05-2025,PO52492,GBP,610.39,112.2,36.33,348.01,1631.69,1831.17,93.64,B03473866,New,3,Debit Card,Processing,In Transit,12-10-2025,Expedited,"27 Main St, City 25, USA","547 Elm St, City 52, USA",UPS - TRK792919,Product-960,Happy Birthday!,Bob,Michael Brown,SN994545
eBay,ORD734759,26-02-2025,PO55526,USD,872.86,100.26,25.81,2233.89,10112.22,12220.04,2236.98,B09804642,Used - Good,14,Credit Card,Pending,Pending,14-10-2025,Same-Day,"874 Main St, City 63, USA","918 Elm St, City 9, USA",DHL - TRK459349,Product-110,Congratulations!,Bob,Emma Smith,SN272271
eBay,ORD802202,23-01-2025,PO76245,EUR,704.73,60.22,17.1,665.88,9277.66,9866.22,1084.81,B06934091,Used - Acceptable,14,Debit Card,Shipped,Pending,27-10-2025,Standard,"532 Main St, City 97, USA","604 Elm St, City 9, USA",FedEx - TRK508451,Product-833,Best Wishes!,David,John Doe,SN675730
eBay,ORD129763,08-08-2025,PO78028,USD,63.1,7.12,29.92,59.7,923.84,946.5,48.83,B05970877,Used - Acceptable,15,Credit Card,Shipped,Delivered,28-03-2025,Same-Day,"39 Main St, City 92, USA","440 Elm St, City 63, USA",DHL - TRK503051,Product-618,Enjoy your gift!,Bob,Michael Brown,SN760781
Best Buy,ORD567706,01-10-2025,PO79524,USD,361.49,48.31,5.02,247.76,1613.02,1807.45,344.54,B02633440,New,5,Debit Card,Pending,Delivered,11-12-2025,Expedited,"797 Main St, City 16, USA","121 Elm St, City 60, USA",FedEx - TRK334373,Product-240,Congratulations!,Bob,Emma Smith,SN604484
Amazon,ORD854778,07-11-2025,PO65363,GBP,624.49,109.12,23.89,91.09,10658.25,10616.33,1527.49,B03157516,Used - Good,17,Credit Card,Pending,Pending,01-08-2025,Standard,"739 Main St, City 4, USA","551 Elm St, City 45, USA",UPS - TRK667863,Product-846,Enjoy your gift!,Alice,Emma Smith,SN902438
eBay,ORD446457,01-06-2025,PO26371,GBP,162.49,13.15,48.86,105.79,606.18,649.96,129.43,B01649295,New,4,PayPal,Pending,Pending,21-09-2025,Same-Day,"312 Main St, City 40, USA","243 Elm St, City 65, USA",UPS - TRK309895,Product-575,Best Wishes!,Charlie,Emma Smith,SN847817
Amazon,ORD507010,12-09-2025,PO35598,GBP,986.17,189.67,22.83,335.48,3821.7,3944.68,574.85,B09413627,Used - Acceptable,4,PayPal,Shipped,Pending,11-11-2025,Standard,"80 Main St, City 94, USA","678 Elm St, City 41, USA",FedEx - TRK645315,Product-550,Enjoy your gift!,Alice,Emma Smith,SN335192
Amazon,ORD181610,03-11-2025,PO54081,EUR,420.87,31.38,17.05,1392.89,6652.07,7996.53,883.9,B06048930,Used - Good,19,Credit Card,Pending,Pending,13-12-2025,Expedited,"794 Main St, City 66, USA","416 Elm St, City 73, USA",UPS - TRK439788,Product-322,Happy Birthday!,,,SN901582
eBay,ORD106061,20-12-2025,PO12335,GBP,204.18,16.52,7.25,21.79,2043.78,2041.8,309.48,B01552382,Used - Good,10,Credit Card,Processing,Delivered,08-02-2025,Standard,"510 Main St, City 67, USA","343 Elm St, City 78, USA",DHL - TRK961991,Product-966,Happy Birthday!,David,,SN865043
Best Buy,ORD770800,04-11-2025,PO86606,USD,262.16,34.75,34.22,95.05,4692.8,4718.88,883.52,B06978650,New,18,Debit Card,Processing,In Transit,16-03-2025,Same-Day,"580 Main St, City 55, USA","963 Elm St, City 1, USA",FedEx - TRK823513,Product-916,Congratulations!,Alice,John Doe,SN457530
Amazon,ORD819512,15-10-2025,PO56462,EUR,932.64,146.23,41.67,26.14,2959.68,2797.92,341.12,B02693002,New,3,Credit Card,Processing,In Transit,02-06-2025,Standard,"154 Main St, City 50, USA","986 Elm St, City 12, USA",UPS - TRK629393,Product-496,Happy Birthday!,,,SN592122
eBay,ORD335054,20-03-2025,PO14442,GBP,466.05,90.77,49.54,370.15,2100.41,2330.25,334.93,B03439087,Used - Good,5,PayPal,Processing,Pending,10-03-2025,Expedited,"129 Main St, City 32, USA","874 Elm St, City 24, USA",DHL - TRK675818,Product-508,Congratulations!,Alice,John Doe,SN102346
Amazon,ORD690954,24-06-2025,PO77174,EUR,328.72,38.84,34.83,320.37,5012.82,5259.52,379.33,B05218374,Used - Acceptable,16,PayPal,Processing,Pending,20-07-2025,Expedited,"159 Main St, City 68, USA","814 Elm St, City 10, USA",FedEx - TRK258035,Product-369,,Bob,John Doe,SN166620
Amazon,ORD943447,05-12-2025,PO86191,GBP,98.1,8.55,11.62,95.45,415.22,490.5,74.56,B04923095,Used - Good,5,Debit Card,Processing,Delivered,06-11-2025,Expedited,"301 Main St, City 79, USA","982 Elm St, City 84, USA",UPS - TRK222645,Product-844,Happy Birthday!,Bob,,SN611002
Amazon,ORD796035,16-10-2025,PO91843,EUR,988.9,173.97,16.78,1799.55,13224.7,14833.5,1799.11,B08145973,New,15,PayPal,Pending,In Transit,01-04-2025,Standard,"424 Main St, City 41, USA","748 Elm St, City 41, USA",DHL - TRK465705,Product-365,Best Wishes!,,Michael Brown,SN985908
Amazon,ORD959962,20-05-2025,PO42341,USD,81.62,15.97,37.75,77.91,1444.97,1469.16,209.32,B03471358,New,18,Credit Card,Processing,Pending,21-07-2025,Same-Day,"101 Main St, City 68, USA","647 Elm St, City 9, USA",UPS - TRK316320,Product-784,Enjoy your gift!,,,SN622188
Best Buy,ORD243850,27-05-2025,PO64593,USD,967.44,110.48,27.85,277.18,17275.07,17413.92,966.85,B06336115,Used - Acceptable,18,Credit Card,Shipped,In Transit,27-05-2025,Same-Day,"471 Main St, City 23, USA","444 Elm St, City 39, USA",DHL - TRK277177,Product-168,Congratulations!,Charlie,Michael Brown,SN414741
Amazon,ORD769044,13-10-2025,PO73095,GBP,574.88,105.14,37.04,324.11,6716.63,6898.56,1365.52,B08831871,New,12,Credit Card,Pending,In Transit,24-04-2025,Standard,"613 Main St, City 1, USA","700 Elm St, City 78, USA",DHL - TRK574422,Product-301,Congratulations!,Charlie,John Doe,SN147857
Amazon,ORD537529,11-04-2025,PO74113,EUR,851.58,96.43,18.26,1786.66,10250.15,11922.12,778.13,B04066791,Used - Acceptable,14,PayPal,Processing,In Transit,23-03-2025,Expedited,"345 Main St, City 91, USA","268 Elm St, City 73, USA",DHL - TRK366835,Product-275,,,Michael Brown,SN957839
Best Buy,ORD825543,24-01-2025,PO45811,USD,186.47,22.38,13.39,170.71,3035.05,3169.99,254.45,B01659202,Used - Acceptable,17,Debit Card,Processing,Delivered,20-05-2025,Standard,"490 Main St, City 55, USA","499 Elm St, City 24, USA",FedEx - TRK592244,Product-747,Happy Birthday!,Charlie,Michael Brown,SN540344
Amazon,ORD210769,07-09-2025,PO30726,GBP,981.9,71.43,26.92,1191.48,15599.17,16692.3,2374.3,B02539240,Used - Good,17,PayPal,Shipped,Pending,27-09-2025,Same-Day,"237 Main St, City 79, USA","824 Elm St, City 38, USA",UPS - TRK997040,Product-720,Best Wishes!,Alice,Emma Smith,SN247409
eBay,ORD418590,15-10-2025,PO80822,EUR,873.07,76.77,21.49,578.33,14362.12,14842.19,2907.77,B06556411,New,17,PayPal,Pending,In Transit,27-05-2025,Standard,"733 Main St, City 89, USA","892 Elm St, City 68, USA",UPS - TRK326701,Product-193,Enjoy your gift!,Bob,,SN675658
eBay,ORD345419,16-02-2025,PO82119,USD,151.59,18.53,19.57,64.55,428.32,454.77,81.98,B09735416,Used - Good,3,Credit Card,Processing,Pending,04-05-2025,Expedited,"982 Main St, City 81, USA","588 Elm St, City 12, USA",DHL - TRK895832,Product-199,,Alice,Emma Smith,SN336221
eBay,ORD123028,25-05-2025,PO59598,USD,725.64,72.07,41.13,135.21,1429.27,1451.28,267.34,B02062672,Used - Acceptable,2,Debit Card,Shipped,Pending,18-10-2025,Same-Day,"694 Main St, City 33, USA","184 Elm St, City 79, USA",DHL - TRK190652,Product-350,Happy Birthday!,Charlie,John Doe,SN212837
Best Buy,ORD367265,10-06-2025,PO88657,USD,896.69,64.31,22.24,687.4,14642.88,15243.73,2832.18,B09492231,Used - Good,17,Credit Card,Shipped,Pending,02-02-2025,Expedited,"281 Main St, City 71, USA","420 Elm St, City 44, USA",UPS - TRK196981,Product-733,Best Wishes!,David,John Doe,SN859457
Amazon,ORD303329,19-04-2025,PO47483,USD,474.17,69.93,39.35,9.51,9583.17,9483.4,1109.94,B03252411,Used - Acceptable,20,PayPal,Processing,Delivered,01-03-2025,Expedited,"799 Main St, City 23, USA","853 Elm St, City 17, USA",UPS - TRK646062,Product-104,Happy Birthday!,David,Emma Smith,SN351241
Amazon,ORD731250,26-11-2025,PO70025,USD,994.52,52.23,30.65,3159.8,12835.4,15912.32,1364.9,B07786795,New,16,Credit Card,Pending,In Transit,12-06-2025,Standard,"310 Main St, City 69, USA","382 Elm St, City 53, USA",DHL - TRK179335,Product-653,Enjoy your gift!,Alice,,SN335278
Best Buy,ORD377747,07-03-2025,PO83846,EUR,279.75,35.49,27.88,110.62,1911.0,1958.25,374.96,B09272806,Used - Good,7,Debit Card,Processing,Pending,23-03-2025,Same-Day,"643 Main St, City 96, USA","194 Elm St, City 68, USA",DHL - TRK369006,Product-846,,Bob,Emma Smith,SN225744
Best Buy,ORD617755,15-04-2025,PO35395,GBP,712.12,66.84,49.63,2520.97,11837.9,14242.4,2631.11,B09706838,New,20,Debit Card,Shipped,Pending,18-06-2025,Standard,"487 Main St, City 4, USA","556 Elm St, City 7, USA",UPS - TRK426661,Product-290,Best Wishes!,Alice,Emma Smith,SN440609
Amazon,ORD165289,21-05-2025,PO10614,USD,117.79,15.29,26.75,56.76,2105.5,2120.22,336.93,B09736096,Used - Good,18,Debit Card,Processing,Delivered,09-09-2025,Expedited,"584 Main St, City 74, USA","305 Elm St, City 79, USA",UPS - TRK187954,Product-992,Happy Birthday!,Charlie,Emma Smith,SN783763
Best Buy,ORD523590,17-02-2025,PO99756,GBP,329.18,47.36,9.11,280.21,1751.34,1975.08,313.04,B02913247,Used - Good,6,Debit Card,Shipped,Delivered,12-08-2025,Standard,"827 Main St, City 13, USA","745 Elm St, City 26, USA",DHL - TRK709692,Product-329,Best Wishes!,Charlie,,SN622887
Amazon,ORD396459,11-08-2025,PO47155,EUR,877.31,156.77,31.9,2857.42,13122.83,15791.58,2299.55,B08641983,Used - Acceptable,18,PayPal,Pending,In Transit,24-05-2025,Expedited,"767 Main St, City 67, USA","837 Elm St, City 72, USA",UPS - TRK500507,Product-504,Best Wishes!,Charlie,,SN939729
eBay,ORD138295,19-09-2025,PO83026,EUR,610.18,97.27,49.64,204.35,8485.08,8542.52,1060.95,B01149079,New,14,PayPal,Shipped,In Transit,08-11-2025,Expedited,"387 Main St, City 90, USA","256 Elm St, City 74, USA",UPS - TRK467623,Product-559,Happy Birthday!,Alice,,SN384617
eBay,ORD621264,08-04-2025,PO13115,USD,859.73,46.83,48.04,289.29,1525.04,1719.46,297.09,B03130517,New,2,PayPal,Pending,In Transit,07-03-2025,Standard,"375 Main St, City 36, USA","929 Elm St, City 86, USA",FedEx - TRK624484,Product-799,Happy Birthday!,David,Michael Brown,SN381827
eBay,ORD450404,25-06-2025,PO72943,EUR,466.47,65.08,10.26,172.03,836.25,932.94,161.51,B03870307,New,2,PayPal,Shipped,Delivered,24-07-2025,Standard,"28 Main St, City 3, USA","666 Elm St, City 77, USA",UPS - TRK259792,Product-104,Happy Birthday!,,Emma Smith,SN402746
Amazon,ORD681794,15-02-2025,PO97159,GBP,710.97,115.6,39.9,159.01,2129.4,2132.91,170.52,B07373303,Used - Good,3,Debit Card,Processing,In Transit,23-05-2025,Same-Day,"406 Main St, City 97, USA","484 Elm St, City 22, USA",FedEx - TRK845369,Product-539,Enjoy your gift!,,Michael Brown,SN932755
Amazon,ORD150595,03-01-2025,PO17284,GBP,514.83,89.0,28.22,1228.03,7641.3,8752.11,732.79,B07984133,Used - Good,17,PayPal,Processing,In Transit,22-10-2025,Expedited,"323 Main St, City 57, USA","562 Elm St, City 64, USA",UPS - TRK662738,Product-402,Congratulations!,,Emma Smith,SN981060
Best Buy,ORD669733,17-10-2025,PO62221,EUR,110.67,11.08,36.93,152.14,781.23,885.36,160.84,B07724764,Used - Acceptable,8,PayPal,Processing,In Transit,24-03-2025,Same-Day,"722 Main St, City 88, USA","524 Elm St, City 24, USA",UPS - TRK477428,Product-351,Best Wishes!,,Emma Smith,SN629421
Best Buy,ORD897714,23-08-2025,PO63776,USD,140.76,13.84,43.28,88.2,531.96,563.04,109.1,B08331578,New,4,PayPal,Pending,Pending,01-01-2025,Standard,"858 Main St, City 21, USA","631 Elm St, City 26, USA",DHL - TRK969760,Product-870,Congratulations!,David,Emma Smith,SN665057
eBay,ORD182802,01-07-2025,PO96068,EUR,755.24,112.05,40.55,619.14,5575.38,6041.92,652.92,B05474386,Used - Acceptable,8,Credit Card,Processing,Pending,10-03-2025,Expedited,"158 Main St, City 64, USA","568 Elm St, City 92, USA",DHL - TRK502136,Product-896,Enjoy your gift!,,Michael Brown,SN154597
Amazon,ORD724785,10-02-2025,PO68449,EUR,609.33,88.73,40.64,366.58,7684.08,7921.29,1261.59,B05508934,Used - Good,13,Debit Card,Pending,Delivered,11-05-2025,Expedited,"820 Main St, City 100, USA","439 Elm St, City 67, USA",UPS - TRK669421,Product-801,Congratulations!,Charlie,,SN298630
Best Buy,ORD879056,01-09-2025,PO89815,USD,137.32,19.4,25.69,159.87,1945.02,2059.8,178.54,B01748216,Used - Good,15,Credit Card,Pending,In Transit,14-10-2025,Same-Day,"9 Main St, City 19, USA","62 Elm St, City 13, USA",DHL - TRK638307,Product-316,Best Wishes!,Charlie,Michael Brown,SN831045
Amazon,ORD595864,01-05-2025,PO43974,USD,623.16,80.57,31.25,1052.06,6537.68,7477.92,875.02,B07555228,New,12,Credit Card,Shipped,In Transit,20-03-2025,Standard,"287 Main St, City 9, USA","626 Elm St, City 74, USA",UPS - TRK312995,Product-257,Best Wishes!,Charlie,Emma Smith,SN343031
Best Buy,ORD223106,25-09-2025,PO62670,GBP,534.51,91.45,24.29,50.24,1134.52,1069.02,136.57,B06906546,Used - Good,2,Debit Card,Shipped,In Transit,03-07-2025,Same-Day,"678 Main St, City 78, USA","172 Elm St, City 67, USA",FedEx - TRK131343,Product-504,,Charlie,Emma Smith,SN270794
Amazon,ORD304680,24-05-2025,PO31853,GBP,826.78,73.84,30.81,336.83,3074.94,3307.12,538.15,B07489099,Used - Good,4,Debit Card,Shipped,Pending,25-12-2025,Same-Day,"771 Main St, City 77, USA","43 Elm St, City 35, USA",DHL - TRK981389,Product-914,,Bob,,SN313596
eBay,ORD882993,13-02-2025,PO91926,USD,569.77,46.63,47.51,714.05,5077.79,5697.7,895.63,B05332094,New,10,PayPal,Shipped,Delivered,19-10-2025,Same-Day,"569 Main St, City 7, USA","685 Elm St, City 97, USA",FedEx - TRK161696,Product-209,Congratulations!,David,Michael Brown,SN269224
Best Buy,ORD321509,04-10-2025,PO60029,EUR,756.78,128.93,47.51,677.66,4039.46,4540.68,627.17,B02212543,Used - Acceptable,6,Debit Card,Processing,In Transit,25-06-2025,Expedited,"774 Main St, City 38, USA","434 Elm St, City 26, USA",FedEx - TRK873046,Product-327,Enjoy your gift!,,Michael Brown,SN904290
Amazon,ORD514223,10-08-2025,PO49901,GBP,208.97,35.9,48.47,154.74,974.48,1044.85,136.7,B06683689,New,5,Debit Card,Processing,In Transit,08-04-2025,Standard,"724 Main St, City 79, USA","680 Elm St, City 77, USA",FedEx - TRK195167,Product-915,Happy Birthday!,Alice,,SN257372
Amazon,ORD662013,12-01-2025,PO61816,EUR,925.01,81.75,10.79,1278.66,5288.95,6475.07,726.93,B07406872,Used - Acceptable,7,PayPal,Shipped,Delivered,26-03-2025,Standard,"952 Main St, City 55, USA","564 Elm St, City 79, USA",DHL - TRK518561,Product-378,,David,Emma Smith,SN513293
