Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number
Amazon,11966fea,2023-08-21,b2758a20-b5c,EUR,444.05,31.76,5.09,0.75,392.03,131.83,5.2,a2d0c340-1,Used - Like New,2,PayPal,Delivered,Pending,2023-08-29,Expedited,"123 Main St, NY","789 Pine Ave, TX",DHL-2339b691-199,Wireless Headphones,,David,mark@example.com,e3e90dd3-27a7-4
Amazon,4173e8ad,2024-02-16,18b9715e-8b7,AUD,285.94,4.17,5.08,28.49,64.6,384.62,14.36,89cb5a9d-9,New,4,Gift Card,Pending,In Transit,,Expedited,"123 Main St, NY","789 Pine Ave, TX",UPS-3a68da45-a13,Wireless Headphones,Congratulations!,Emma,jane@example.com,3d78eca4-02b9-4
eBay,682cf620,2024-04-30,17391f7b-553,AUD,274.34,11.0,1.89,0.54,17.71,5.92,40.79,99a7319e-1,Refurbished,1,PayPal,Cancelled,Out for Delivery,2024-05-05,Two-Day,"321 Maple Rd, FL","789 Pine Ave, TX",Amazon Logistics-578c4c7f-4fe,Mechanical Keyboard,Congratulations!,Emma,mark@example.com,321b624c-ddee-4
Walmart,0b0032d5,2025-01-25,e7f426cd-bb5,USD,185.97,9.02,17.4,11.23,335.11,487.78,28.39,56bf4af9-b,New,2,Gift Card,Shipped,Delivered,2025-01-31,Expedited,"456 Oak St, CA","123 Main St, NY",UPS-0e067a5d-c7e,Gaming Mouse,Enjoy your gift!,Michael,anna@example.com,97943f2a-9ca4-4
Amazon,53b64d1d,2024-02-13,ab67bbd3-fb9,EUR,243.16,7.93,5.46,27.95,343.2,272.17,21.02,b313a751-b,Refurbished,3,Bank Transfer,Pending,Pending,2024-02-16,Standard,"456 Oak St, CA","123 Main St, NY",DHL-ec49138a-e60,USB-C Charger,Enjoy your gift!,Emma,anna@example.com,1fc4e592-a77c-4
Amazon,a79ae21e,2022-05-08,90128f8e-cb4,AUD,128.39,35.0,5.12,6.81,80.2,499.46,21.2,4c80e6aa-7,Used - Good,5,PayPal,Pending,Out for Delivery,2022-05-11,Same-Day,"123 Main St, NY","654 Birch Ln, WA",Amazon Logistics-968debdd-c78,Gaming Mouse,Best Wishes!,Sarah,,c09ebaeb-3608-4
BestBuy,ba1efd1b,2024-05-10,31a73718-b4e,GBP,209.38,34.95,3.55,26.41,410.2,108.48,48.36,4d6e00d8-5,New,2,Credit Card,Cancelled,Out for Delivery,2024-05-13,Expedited,"789 Pine Ave, TX","789 Pine Ave, TX",DHL-7a6f589c-5d6,Smartphone Case,,,,10191a00-f5f1-4
BestBuy,46d57897,2024-06-03,e798a1d4-965,AUD,124.89,23.36,14.18,6.52,45.44,412.92,17.55,67b7b401-3,New,4,Credit Card,Delivered,Pending,2024-06-09,Expedited,"789 Pine Ave, TX","123 Main St, NY",Amazon Logistics-471a72c6-a99,Wireless Headphones,Congratulations!,,jane@example.com,45f38045-dbc8-4
BestBuy,6438bfc7,2022-06-24,931b8429-66b,EUR,194.88,42.37,1.69,24.68,503.06,322.81,43.21,c8130bff-7,Used - Good,2,Gift Card,Pending,Pending,2022-07-02,Expedited,"456 Oak St, CA","654 Birch Ln, WA",FedEx-704030c8-c07,USB-C Charger,,John,mark@example.com,59aa56e5-f568-4
Walmart,cb9a7d25,2023-02-20,4c107be3-e6e,EUR,247.89,40.18,7.06,14.72,124.45,178.5,21.22,ed7bd375-2,Used - Like New,4,PayPal,Returned,Delivered,2023-03-02,Standard,"123 Main St, NY","789 Pine Ave, TX",UPS-ca427193-586,Gaming Mouse,,Emma,jane@example.com,713e6ad0-22e0-4
BestBuy,9f0edc26,2024-07-11,d3d3984a-06f,USD,267.64,44.9,6.87,22.89,197.67,195.63,25.56,a5c820d8-d,Used - Like New,3,Bank Transfer,Cancelled,In Transit,,Standard,"321 Maple Rd, FL","789 Pine Ave, TX",Amazon Logistics-a00117e8-1a2,Mechanical Keyboard,Congratulations!,Michael,jane@example.com,2ce95d4b-98f5-4
Walmart,a17c7426,2023-02-17,0fcf17e0-dd4,GBP,321.87,49.77,4.29,11.22,232.61,407.73,3.15,85962391-b,Refurbished,5,Bank Transfer,Shipped,Pending,2023-02-27,Same-Day,"456 Oak St, CA","123 Main St, NY",USPS-a9c85998-b9e,Wireless Headphones,Congratulations!,John,anna@example.com,3682494a-364b-4
eBay,851cd595,2024-09-14,c88c1232-c82,AUD,233.58,48.69,11.91,6.44,152.28,462.42,10.43,7f62ea67-b,Used - Good,2,Credit Card,Pending,Pending,2024-09-20,Standard,"789 Pine Ave, TX","123 Main St, NY",Amazon Logistics-48f0bb17-78f,Gaming Mouse,Happy Birthday!,John,jane@example.com,dc5dad20-8871-4
Target,a790d3a6,2023-06-01,2da7057d-706,USD,23.06,19.88,17.73,13.55,158.71,441.76,5.75,66ffad31-c,New,2,Bank Transfer,Delivered,Pending,,Two-Day,"456 Oak St, CA","456 Oak St, CA",DHL-cdf591b5-a35,Mechanical Keyboard,Enjoy your gift!,,mark@example.com,a01669b3-4777-4
Target,4d8f0766,2024-02-25,83e730c3-abc,USD,41.21,40.44,8.09,17.1,488.0,207.64,42.69,af644d27-f,Used - Like New,2,Credit Card,Shipped,Delivered,2024-03-04,Same-Day,"321 Maple Rd, FL","321 Maple Rd, FL",Amazon Logistics-848c1def-451,Mechanical Keyboard,Congratulations!,Michael,,672339b0-89f6-4
BestBuy,fc4cba4b,2023-08-31,03ba8fea-4af,USD,376.18,29.77,1.64,3.12,126.83,298.55,16.15,f90b3ed0-8,Used - Good,2,PayPal,Pending,Pending,2023-09-09,Expedited,"654 Birch Ln, WA","789 Pine Ave, TX",USPS-a09220d5-08b,Mechanical Keyboard,Enjoy your gift!,Sarah,mark@example.com,dacd824b-6246-4
eBay,69847894,2024-06-21,b349738b-dcc,USD,445.93,41.93,18.97,22.73,268.3,355.76,48.98,a6ede569-1,Refurbished,4,Gift Card,Shipped,Out for Delivery,2024-06-28,Same-Day,"456 Oak St, CA","654 Birch Ln, WA",Amazon Logistics-8367c2e3-16a,Smartphone Case,Best Wishes!,Emma,,e3caf639-56b3-4
Amazon,3b0f6637,2023-05-09,003a02b7-b7f,EUR,85.95,5.52,5.2,7.43,394.9,345.02,25.04,02361d43-1,Used - Like New,1,Gift Card,Pending,Out for Delivery,2023-05-14,Standard,"321 Maple Rd, FL","123 Main St, NY",USPS-1016b5b7-53f,Smartphone Case,Congratulations!,Sarah,jane@example.com,300c3c17-80ff-4
Amazon,dcb86901,2024-08-20,b8514ef9-243,EUR,82.12,3.38,9.5,7.18,364.43,130.11,47.99,019ba628-b,New,2,Bank Transfer,Shipped,Delivered,,Two-Day,"321 Maple Rd, FL","789 Pine Ave, TX",FedEx-a0d6b485-483,Gaming Mouse,Best Wishes!,John,mark@example.com,8c5ce7d5-bfc8-4
Walmart,c912ede6,2022-05-21,a3285575-62a,AUD,42.26,37.32,11.49,12.44,107.34,447.46,45.36,c4ddfddc-9,Used - Like New,1,Credit Card,Cancelled,Pending,,Expedited,"456 Oak St, CA","321 Maple Rd, FL",Amazon Logistics-70960d1d-8d4,Mechanical Keyboard,Congratulations!,John,anna@example.com,072ee2f9-39a0-4
Walmart,69e32a52,2022-05-27,f5c15ca0-ff0,USD,421.35,49.08,2.97,11.37,278.82,452.2,21.77,27d48b44-b,Refurbished,5,PayPal,Delivered,Out for Delivery,2022-05-30,Two-Day,"789 Pine Ave, TX","654 Birch Ln, WA",DHL-df6b4d86-567,Mechanical Keyboard,Best Wishes!,David,anna@example.com,b9dbc904-ba8d-4
Target,585eb2a9,2024-11-06,23d98e85-ed9,AUD,74.63,23.89,1.65,15.02,411.6,484.46,16.91,d18ebecb-7,Used - Good,5,Bank Transfer,Cancelled,Delivered,,Same-Day,"321 Maple Rd, FL","456 Oak St, CA",FedEx-5764af31-c69,USB-C Charger,Happy Birthday!,John,anna@example.com,4d862c6d-b13a-4
Walmart,4e0027ac,2022-05-12,69ff3b5a-eb8,AUD,28.52,42.18,14.71,10.08,313.77,206.02,34.15,c7f8af08-a,Used - Good,4,Gift Card,Shipped,In Transit,,Expedited,"456 Oak St, CA","123 Main St, NY",FedEx-0a476c7b-4d5,Gaming Mouse,Congratulations!,David,mark@example.com,948ed1fe-6e45-4
Walmart,5d09abb6,2022-10-22,20c7234f-91a,GBP,384.25,10.33,18.64,29.58,71.07,7.72,38.13,6a0ac3e4-6,Used - Like New,1,PayPal,Delivered,Out for Delivery,2022-10-23,Standard,"789 Pine Ave, TX","654 Birch Ln, WA",Amazon Logistics-31965687-6aa,Smartphone Case,Best Wishes!,Michael,anna@example.com,5a7c32f7-0e58-4
Target,473e23c1,2023-12-10,19362807-3f5,CAD,146.14,11.51,4.29,16.3,138.6,327.29,21.85,495579c7-5,New,1,Gift Card,Delivered,In Transit,2023-12-15,Two-Day,"123 Main St, NY","456 Oak St, CA",USPS-c01986dd-350,Gaming Mouse,Happy Birthday!,John,mark@example.com,009de819-cc19-4
Walmart,512fd693,2025-01-30,c58ebbfa-894,CAD,103.51,47.62,19.05,0.81,461.83,491.1,2.43,23e020c1-f,Refurbished,3,Credit Card,Pending,Out for Delivery,2025-02-08,Standard,"654 Birch Ln, WA","789 Pine Ave, TX",USPS-986f9a0a-d75,Mechanical Keyboard,,John,mark@example.com,ff92b159-2e2e-4
eBay,b37c1089,2022-03-28,6e0c9971-8ab,GBP,385.87,45.78,11.19,5.03,205.66,16.29,21.73,25339e87-9,Refurbished,3,Credit Card,Pending,Pending,2022-04-01,Same-Day,"123 Main St, NY","321 Maple Rd, FL",FedEx-e5fec1ad-370,Smartphone Case,Congratulations!,David,,1fd2f794-9f01-4
Amazon,a358d232,2024-09-08,89269e43-075,CAD,308.7,2.12,16.7,7.45,377.72,14.01,1.08,6c26eb55-3,New,4,PayPal,Cancelled,In Transit,2024-09-09,Standard,"321 Maple Rd, FL","123 Main St, NY",DHL-a448542f-1b1,Gaming Mouse,Enjoy your gift!,John,jane@example.com,2c6a2238-7ba7-4
Amazon,18671588,2022-05-25,ec425ad7-775,EUR,143.74,12.64,19.77,1.94,115.77,374.05,44.69,c2e1bf36-5,New,2,PayPal,Cancelled,Pending,,Two-Day,"789 Pine Ave, TX","123 Main St, NY",Amazon Logistics-b456e582-7df,Wireless Headphones,,Sarah,anna@example.com,40b1c84a-d5ec-4
Target,201ee80a,2024-01-07,63813dbd-2ce,USD,56.41,29.51,13.27,11.86,441.19,121.58,18.19,453964b1-4,Used - Good,2,Bank Transfer,Returned,Delivered,2024-01-11,Same-Day,"654 Birch Ln, WA","321 Maple Rd, FL",Amazon Logistics-44e63f20-45a,USB-C Charger,Congratulations!,Emma,jane@example.com,3e59e532-fae0-4
BestBuy,fec452d2,2023-01-21,9e76451d-a60,AUD,343.38,23.89,0.69,9.34,370.86,453.52,14.86,fd380f61-4,New,1,Bank Transfer,Delivered,Delivered,2023-01-22,Two-Day,"321 Maple Rd, FL","123 Main St, NY",FedEx-4b541c6f-aa8,Smartphone Case,Congratulations!,Sarah,jane@example.com,3d88d6bd-e443-4
Amazon,ada9c92d,2023-04-15,b1eab933-9e0,GBP,254.66,28.92,1.76,13.5,208.63,30.63,1.81,fd76cb93-8,Refurbished,4,PayPal,Cancelled,Delivered,2023-04-20,Standard,"789 Pine Ave, TX","789 Pine Ave, TX",USPS-8901524e-926,Smartphone Case,Happy Birthday!,Emma,mark@example.com,7ac4e487-5ac4-4
Target,ce2d0f3e,2022-04-09,6412cdbc-21c,AUD,159.85,36.6,18.71,6.47,314.37,346.72,39.55,2ffd6459-1,Used - Good,1,Gift Card,Returned,Out for Delivery,2022-04-17,Expedited,"654 Birch Ln, WA","321 Maple Rd, FL",DHL-5fde9c3f-f3e,USB-C Charger,Enjoy your gift!,John,anna@example.com,e2ec0891-60ba-4
eBay,784bd51f,2022-04-15,f089ee3a-4a7,EUR,276.19,19.45,18.44,10.85,440.0,64.62,4.21,8f370a1d-2,Refurbished,3,Credit Card,Pending,In Transit,2022-04-21,Expedited,"789 Pine Ave, TX","321 Maple Rd, FL",UPS-f56348e9-bb3,USB-C Charger,,John,jane@example.com,cbabb2d1-d764-4
BestBuy,a0f282a0,2023-10-08,07a9a50c-290,AUD,49.01,41.39,10.27,17.37,588.26,432.34,26.43,33d7080c-d,Used - Like New,4,Credit Card,Pending,Out for Delivery,,Expedited,"123 Main St, NY","123 Main St, NY",DHL-5e140903-0d4,Mechanical Keyboard,,John,mark@example.com,4f7d15ea-f2f7-4
eBay,d15a1475,2022-04-17,d9e12673-bfc,CAD,439.25,3.5,10.61,17.13,424.0,349.03,19.27,8d37a468-1,Refurbished,1,Bank Transfer,Cancelled,Out for Delivery,2022-04-26,Two-Day,"654 Birch Ln, WA","123 Main St, NY",DHL-8dddaaea-568,Smartphone Case,,Michael,,8331e304-6646-4
Target,18d1c771,2024-07-08,fcc83cd7-4e2,EUR,132.48,1.65,16.39,26.24,207.43,225.94,35.46,c01bd7f0-9,Refurbished,1,Bank Transfer,Pending,Out for Delivery,2024-07-13,Expedited,"456 Oak St, CA","654 Birch Ln, WA",FedEx-7e9e6e08-25f,Smartphone Case,Happy Birthday!,,mark@example.com,c6b21937-aefd-4
eBay,d8765878,2025-02-20,ed145b1c-0a0,CAD,467.96,9.66,9.76,8.85,144.19,47.36,25.03,c2ff0025-b,Used - Like New,2,Gift Card,Returned,In Transit,2025-02-26,Standard,"789 Pine Ave, TX","456 Oak St, CA",USPS-00a5d977-047,USB-C Charger,Best Wishes!,Sarah,anna@example.com,03ed1f30-dd57-4
Walmart,7cbb8d39,2022-04-08,de502c97-518,AUD,272.0,15.38,12.04,9.77,63.27,161.26,36.25,998d8d86-c,Used - Like New,3,PayPal,Pending,Delivered,,Two-Day,"789 Pine Ave, TX","456 Oak St, CA",FedEx-25d43be0-5a9,Smartphone Case,Happy Birthday!,David,anna@example.com,214429f3-9782-4
Walmart,504973f9,2023-05-12,e2046262-231,EUR,129.2,40.16,1.59,23.79,291.45,169.06,21.29,38375d24-3,Refurbished,3,Gift Card,Cancelled,Delivered,2023-05-15,Expedited,"654 Birch Ln, WA","123 Main St, NY",DHL-6e305c01-456,Wireless Headphones,Congratulations!,Emma,jane@example.com,d918f140-18b0-4
Amazon,41243325,2022-07-20,4870e8e8-bd9,CAD,74.16,41.71,3.79,21.53,305.71,440.92,6.46,4405d208-d,Refurbished,5,Credit Card,Returned,In Transit,,Two-Day,"123 Main St, NY","789 Pine Ave, TX",UPS-3c538e28-e2e,Mechanical Keyboard,Enjoy your gift!,David,mark@example.com,b588a4a8-0d08-4
eBay,021f0667,2023-03-15,65cbfb7f-1c8,GBP,429.36,30.24,5.28,26.51,250.58,181.3,40.91,005f4fc3-e,Used - Good,2,PayPal,Delivered,Pending,2023-03-20,Standard,"321 Maple Rd, FL","654 Birch Ln, WA",FedEx-885ade00-308,USB-C Charger,Congratulations!,,anna@example.com,3b545be6-848c-4
eBay,61185f94,2022-10-04,ce43c733-ffe,CAD,36.39,24.46,3.89,25.12,599.01,123.12,49.97,7808aebc-f,Used - Like New,4,PayPal,Pending,Delivered,2022-10-05,Same-Day,"321 Maple Rd, FL","789 Pine Ave, TX",DHL-b00529bc-87a,Smartphone Case,Congratulations!,John,jane@example.com,2b3dde65-6341-4
Amazon,686ab5d2,2022-08-19,25f3fd70-75b,USD,23.44,27.81,2.09,8.04,54.62,91.66,4.07,35c15b3f-7,Used - Good,1,Credit Card,Returned,In Transit,2022-08-28,Two-Day,"456 Oak St, CA","789 Pine Ave, TX",FedEx-f2e9b964-b85,Smartphone Case,Congratulations!,John,anna@example.com,26373578-ef89-4
eBay,15ed69df,2022-09-04,b5cf2069-678,CAD,192.8,34.81,6.05,7.07,39.64,222.32,15.84,9f1a1c60-c,Used - Good,5,Gift Card,Shipped,Delivered,2022-09-09,Same-Day,"123 Main St, NY","654 Birch Ln, WA",Amazon Logistics-c63f463c-a7f,Mechanical Keyboard,Best Wishes!,Sarah,jane@example.com,7a9e9f8a-8633-4
BestBuy,850e2e08,2024-04-30,be043968-086,USD,373.6,24.8,7.84,23.55,426.55,60.09,42.75,a48b831e-6,Used - Like New,1,PayPal,Pending,In Transit,2024-05-08,Expedited,"789 Pine Ave, TX","321 Maple Rd, FL",FedEx-5b5ff457-428,Mechanical Keyboard,Happy Birthday!,Sarah,anna@example.com,90ad0183-187a-4
Amazon,036b3fbd,2023-04-02,785d23b1-d05,AUD,19.35,27.2,6.3,22.25,426.76,79.17,49.62,ecc136b7-5,Used - Like New,4,Credit Card,Shipped,In Transit,2023-04-09,Expedited,"321 Maple Rd, FL","123 Main St, NY",DHL-54e3ea30-509,Gaming Mouse,,Emma,jane@example.com,d51d337c-a4cb-4
Amazon,aa53dd55,2023-01-02,74cf8aad-c4f,AUD,58.94,11.52,2.91,1.6,386.83,193.29,35.22,3cc1b320-f,Used - Good,3,Bank Transfer,Shipped,Delivered,2023-01-07,Expedited,"456 Oak St, CA","654 Birch Ln, WA",USPS-b80c53b0-b43,Smartphone Case,,Michael,,934862e8-b021-4
eBay,b3248dae,2023-12-11,9af780c1-be3,AUD,383.41,31.49,14.99,9.17,420.34,367.15,3.05,ba050e3c-7,Used - Like New,3,PayPal,Shipped,Pending,2023-12-16,Two-Day,"123 Main St, NY","321 Maple Rd, FL",Amazon Logistics-13b27891-ee0,Smartphone Case,Best Wishes!,Sarah,jane@example.com,e1bf3169-39cf-4
Walmart,0db81b99,2023-04-05,9ac2fedd-e94,CAD,270.05,37.8,17.46,4.39,375.79,301.31,13.72,a54f5ec9-7,Refurbished,2,PayPal,Delivered,Pending,,Two-Day,"789 Pine Ave, TX","654 Birch Ln, WA",DHL-4af19238-0a3,Gaming Mouse,Congratulations!,Emma,mark@example.com,92c4e2b0-d23a-4
eBay,40baf636,2022-05-06,8e4595ea-a98,GBP,453.8,36.16,18.34,26.26,282.12,374.37,47.24,3240318c-0,Refurbished,2,Credit Card,Shipped,Pending,2022-05-14,Same-Day,"456 Oak St, CA","321 Maple Rd, FL",DHL-6d583a3d-6a4,Gaming Mouse,Congratulations!,Michael,,99b4b7bf-e386-4
Walmart,49412d92,2022-04-04,8a693111-9d9,USD,301.02,20.71,5.73,16.55,241.71,383.64,40.9,e5f7226e-9,New,1,Credit Card,Pending,Pending,2022-04-11,Standard,"654 Birch Ln, WA","321 Maple Rd, FL",Amazon Logistics-4a070555-ebb,USB-C Charger,,,jane@example.com,cdf942a3-e519-4
eBay,bb395f6c,2024-02-04,77056dd4-ef1,CAD,230.74,15.24,10.14,0.9,281.86,41.96,37.82,541c6e8e-f,Used - Good,1,Gift Card,Cancelled,Delivered,2024-02-05,Same-Day,"789 Pine Ave, TX","456 Oak St, CA",Amazon Logistics-b6d42703-e95,Smartphone Case,Best Wishes!,John,mark@example.com,f53a5fc2-98b6-4
Amazon,89dd412d,2023-05-14,e75d6fcf-47c,CAD,366.75,6.21,6.94,17.79,221.63,68.5,49.18,ea3560fc-3,Refurbished,1,PayPal,Pending,In Transit,,Expedited,"456 Oak St, CA","456 Oak St, CA",FedEx-56a55db6-ed9,Smartphone Case,Best Wishes!,David,,9e92fc63-d379-4
Target,92ab3824,2023-12-04,6b30d275-f4e,AUD,142.85,39.29,18.47,12.93,340.88,416.85,30.58,cc81cc85-2,New,1,Gift Card,Pending,Delivered,2023-12-14,Expedited,"123 Main St, NY","123 Main St, NY",UPS-28edb8b4-4b4,Gaming Mouse,Best Wishes!,Sarah,mark@example.com,fe3a317c-9506-4
Target,f3e4e85b,2022-09-15,1a71f810-81a,EUR,315.41,27.64,18.05,2.9,302.65,493.31,16.88,9e935382-0,New,1,Bank Transfer,Delivered,Pending,2022-09-18,Expedited,"456 Oak St, CA","789 Pine Ave, TX",USPS-ea572871-7d7,USB-C Charger,,Emma,mark@example.com,f375850a-2a2c-4
eBay,a10be239,2024-09-09,6e5e002c-c2e,AUD,337.41,6.26,3.03,29.31,390.54,42.03,18.8,466e7c33-3,Refurbished,5,PayPal,Delivered,Delivered,2024-09-17,Two-Day,"456 Oak St, CA","123 Main St, NY",DHL-b58059a9-fbf,USB-C Charger,Enjoy your gift!,,anna@example.com,9c63413e-7df7-4
Target,c2836bd6,2023-07-18,514ffa32-965,CAD,365.26,48.01,13.57,16.76,216.15,410.29,14.88,3c91828c-a,Used - Good,3,Bank Transfer,Cancelled,Pending,,Standard,"123 Main St, NY","321 Maple Rd, FL",DHL-20057ab5-b34,Gaming Mouse,Happy Birthday!,,mark@example.com,031ba48f-0065-4
Amazon,3ee184d7,2022-12-18,8af85b32-fb2,CAD,92.62,18.13,2.48,11.34,397.32,484.48,20.86,e80b964e-8,New,1,Credit Card,Pending,Pending,2022-12-24,Same-Day,"654 Birch Ln, WA","789 Pine Ave, TX",DHL-881dd800-cc9,USB-C Charger,Happy Birthday!,Michael,anna@example.com,3e6d8f93-8245-4
Target,9d91503b,2024-12-01,4f85e558-062,USD,463.21,32.61,17.56,9.54,555.13,346.47,46.34,61c8151e-0,Used - Like New,3,Credit Card,Returned,Delivered,2024-12-09,Two-Day,"654 Birch Ln, WA","123 Main St, NY",DHL-32306290-87a,USB-C Charger,Enjoy your gift!,Sarah,anna@example.com,7e85257c-300b-4
BestBuy,6a35cec4,2022-11-15,6df39f64-5e2,CAD,148.79,45.32,19.55,11.91,227.55,313.17,10.78,8b25f7b8-9,Used - Like New,5,Gift Card,Pending,Delivered,2022-11-20,Two-Day,"123 Main St, NY","789 Pine Ave, TX",FedEx-ecd4974d-d1d,Mechanical Keyboard,Best Wishes!,John,mark@example.com,458ca905-8a95-4
Amazon,3cbb3050,2023-01-02,340918d7-6b0,CAD,342.08,24.79,3.88,7.59,544.4,320.76,12.69,c7bcd3d9-0,Used - Good,2,Bank Transfer,Returned,Delivered,2023-01-07,Two-Day,"123 Main St, NY","456 Oak St, CA",USPS-98891fdb-669,Gaming Mouse,,Emma,jane@example.com,c8dbf49e-502e-4
BestBuy,925cdfa9,2025-02-23,c6cc749c-d53,CAD,443.64,42.0,9.67,18.44,572.43,209.56,30.97,664963e9-6,New,5,Gift Card,Delivered,Delivered,,Expedited,"123 Main St, NY","456 Oak St, CA",USPS-02d0b659-797,USB-C Charger,Enjoy your gift!,Sarah,mark@example.com,4fa2aac7-2627-4
Amazon,b2128699,2023-01-20,426f55cb-171,GBP,412.06,1.57,13.25,8.64,390.99,385.07,6.59,8ce1250d-f,Refurbished,1,Credit Card,Shipped,In Transit,,Standard,"456 Oak St, CA","321 Maple Rd, FL",UPS-5172b1b0-a07,Smartphone Case,Congratulations!,Emma,jane@example.com,c4faf0ff-3b5e-4
Walmart,2e4c25b5,2023-05-03,395acd48-b72,CAD,270.41,29.97,15.24,4.01,496.86,149.26,7.11,1ce0c05c-6,Used - Like New,5,PayPal,Pending,Out for Delivery,,Two-Day,"789 Pine Ave, TX","456 Oak St, CA",DHL-14f70c61-304,Wireless Headphones,Best Wishes!,Sarah,mark@example.com,7d24e27b-70cb-4
BestBuy,2583fada,2024-01-13,217fd540-75e,AUD,188.16,26.02,4.28,22.99,214.45,54.66,4.88,fa40598a-1,Used - Good,1,Bank Transfer,Returned,Pending,2024-01-16,Expedited,"123 Main St, NY","789 Pine Ave, TX",FedEx-95da4448-90e,USB-C Charger,Congratulations!,Emma,mark@example.com,d419f6c4-517e-4
eBay,fafde65c,2022-04-05,0a82abe1-9e0,EUR,494.24,37.15,10.52,9.39,373.83,178.59,26.64,676601a9-9,Used - Like New,3,PayPal,Pending,In Transit,2022-04-08,Standard,"654 Birch Ln, WA","123 Main St, NY",Amazon Logistics-79649360-c80,Smartphone Case,Congratulations!,David,anna@example.com,3e80a9a8-3458-4
Target,cc1a534e,2024-06-25,3b9715c6-212,GBP,264.08,13.01,10.08,18.21,530.81,371.49,9.53,41c8bd9c-0,New,2,Gift Card,Returned,In Transit,2024-07-03,Same-Day,"654 Birch Ln, WA","456 Oak St, CA",FedEx-5c4ba7c1-977,Gaming Mouse,Enjoy your gift!,Michael,jane@example.com,dc7c9211-e2e7-4
Amazon,bccd6127,2023-04-17,ffb5326e-19c,GBP,321.23,39.92,2.14,14.81,562.17,243.44,17.9,4a3e73e8-b,Used - Good,5,Bank Transfer,Delivered,In Transit,2023-04-22,Standard,"456 Oak St, CA","456 Oak St, CA",FedEx-53953fb7-dcc,Wireless Headphones,Happy Birthday!,John,anna@example.com,8dfa65f7-2398-4
Amazon,969c65a8,2025-02-18,0c3a9499-502,CAD,18.04,2.16,15.47,0.88,200.49,276.85,32.86,7e01bccb-6,Used - Like New,4,PayPal,Returned,Delivered,2025-02-28,Standard,"123 Main St, NY","321 Maple Rd, FL",UPS-14bffea6-796,Mechanical Keyboard,,Sarah,jane@example.com,7f37c855-f9be-4
Target,ebcb5962,2023-11-30,b4e7c180-1c1,AUD,394.28,36.27,13.51,8.55,347.04,366.77,39.5,8a4ac958-b,Used - Good,4,Bank Transfer,Cancelled,Delivered,2023-12-10,Same-Day,"654 Birch Ln, WA","789 Pine Ave, TX",DHL-0583e2cf-7a3,USB-C Charger,Best Wishes!,,jane@example.com,1c78195c-7e9c-4
eBay,f37524fc,2024-12-27,bf893a4a-428,USD,237.85,24.38,14.75,4.28,46.68,288.3,31.6,0b3d7ea0-8,Used - Good,3,Bank Transfer,Delivered,Pending,2025-01-04,Two-Day,"654 Birch Ln, WA","456 Oak St, CA",USPS-81c3897d-f00,USB-C Charger,,David,,638c6fb1-9916-4
Target,b828c9c4,2023-12-23,0bffd610-eab,EUR,380.99,47.61,19.87,0.15,448.74,106.31,9.24,486bc778-c,Used - Like New,2,PayPal,Cancelled,Out for Delivery,2024-01-01,Same-Day,"123 Main St, NY","321 Maple Rd, FL",USPS-dbc3b5d5-9ca,Wireless Headphones,Happy Birthday!,Emma,mark@example.com,65484c97-93bc-4
eBay,3f1d3384,2023-10-27,c64f2f18-a8a,AUD,93.14,41.32,19.12,17.79,396.16,381.53,33.94,7483d96c-7,Used - Like New,5,Credit Card,Shipped,Delivered,2023-11-06,Same-Day,"123 Main St, NY","789 Pine Ave, TX",USPS-0db88c46-6a5,Mechanical Keyboard,Enjoy your gift!,John,,08e9e394-0b67-4
Amazon,400b7c5a,2022-09-14,b50e00ed-48f,USD,10.47,13.1,11.34,4.13,74.75,253.68,18.96,ab5a6a16-f,Used - Good,5,Gift Card,Returned,In Transit,2022-09-18,Standard,"789 Pine Ave, TX","321 Maple Rd, FL",DHL-325325f9-b72,Mechanical Keyboard,Enjoy your gift!,Emma,anna@example.com,eba28144-836c-4
Walmart,b2681a2b,2024-05-28,453fa318-a20,AUD,73.89,35.32,6.91,12.02,434.25,118.24,3.06,57e38dd1-0,Used - Like New,1,Credit Card,Cancelled,In Transit,2024-05-29,Expedited,"789 Pine Ave, TX","321 Maple Rd, FL",DHL-f1ed4f83-f87,Smartphone Case,Happy Birthday!,John,anna@example.com,07f13620-be97-4
Amazon,e5ffa74d,2024-12-04,5b87f4bc-b6b,GBP,338.52,12.3,10.44,3.17,464.82,43.28,30.67,a0a398ac-8,New,1,PayPal,Cancelled,In Transit,2024-12-05,Expedited,"321 Maple Rd, FL","456 Oak St, CA",Amazon Logistics-f4af5dcb-ebd,USB-C Charger,Best Wishes!,,jane@example.com,df8271de-cca4-4
